RainTomorrow,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
No,7.5,16.1,4.4,3,6.3,SW,44,W,SSW,26,24,60,52,1025.8,1022.9,6,6,9.9,13.7,Yes
Yes,11.8,20.4,1.2,0.6,0.1,WNW,54,N,N,9,20,92,94,1010.4,1007.2,7,7,14.6,17.1,Yes
No,19.5,26.9,0,7.2,5.5,NNE,65,NNE,NE,26,41,76,61,1012,1010,7,2,21.7,24.9,No
Yes,12.7,20.9,34.6,5.8,7,SSW,44,SSW,S,20,20,52,40,1010.2,1009.7,7,7,15.4,20.2,Yes
No,19.5,34.7,0,11.2,12.6,ENE,35,ENE,SSE,22,11,50,18,1019.9,1015.5,0,1,24.2,33.4,No
No,5.9,22.1,0,5.8,11.5,W,28,SE,SW,6,9,36,16,1017.2,1013,1,3,15,21.2,No
No,17.3,22.8,0,5.2,6.8,SE,39,SSE,SE,20,22,83,64,1023.8,1022.3,7,6,19.9,21.6,No
Yes,7.6,13.2,10.4,0.2,3.2,S,50,SW,SSW,35,31,97,59,1010.7,1013,7,6,9.2,12.8,Yes
Yes,25.1,32.1,9,8,8.5,N,43,NE,NNW,15,11,78,62,1007.2,1003.8,2,6,28.2,31.7,Yes
Yes,13,18,1.4,2,2.6,SSE,44,S,ESE,24,11,71,90,1036.9,1036,6,7,15.6,14.5,Yes
Yes,17,21.4,56.6,2.6,0,ENE,37,ESE,ESE,9,17,92,65,1019.7,1015.2,8,8,17.2,21,Yes
Yes,13.6,19.6,0.8,1.4,7.6,WNW,52,NNE,NNE,15,26,73,81,1015.5,1012,1,7,18,17.6,No
No,10.2,17.1,3.6,2.8,0.3,N,48,N,NNE,20,17,87,78,1017.3,1010.5,8,7,14.3,16.4,Yes
No,17,21.3,0,4.6,7.8,WSW,26,WSW,W,11,13,63,65,1020,1018.5,6,6,20,20.2,No
No,13.9,17.4,2.8,5,8.9,SW,52,SW,SW,28,26,62,46,1021,1020.4,7,2,14.8,16.6,Yes
No,16.5,25.6,1.2,6.8,10.6,SSE,39,W,SSE,20,20,51,42,1017.1,1016.2,1,2,19.9,24.7,Yes
No,15.2,18.8,1.4,6.4,8.3,W,57,SW,SW,26,20,65,58,1015.7,1016.3,2,3,17.5,18.4,Yes
Yes,19.4,21.8,1,4.4,0,NE,24,N,SSW,2,6,89,88,1008.3,1007,7,8,21.1,17.1,No
No,14,30.2,0,8,12.6,ENE,28,E,ENE,13,9,64,29,1012.5,1009.8,1,2,19.2,28.5,No
Yes,10.6,19.3,0.2,6.4,1.1,S,59,S,SSW,39,20,67,81,1011,1008.1,6,8,13.9,14.9,No
Yes,10.1,14,15.8,6,7.1,W,63,W,W,26,35,77,64,1007.2,1008.6,8,8,11.2,13,Yes
No,20.6,24.7,0,7,12.4,S,41,S,S,24,22,59,54,1013.9,1013.3,6,3,22.9,23.4,No
No,15.9,26,1,3.6,11.9,ESE,33,ESE,ESE,17,22,74,61,1017.4,1016.4,3,2,22.9,25.3,No
No,5.2,13.1,0,2,8.8,SSW,31,SW,SSW,19,13,82,47,1024.9,1023.7,1,1,7.8,12.5,No
Yes,9.5,14.4,5,4.4,4.5,SSW,54,W,S,9,28,96,82,1016.9,1018.9,8,7,11.8,12.5,Yes
Yes,3.7,11.5,4.6,0,0,S,48,N,S,9,15,93,92,1009,1009.1,7,8,8.3,10.2,Yes
No,18.9,25.5,0.2,7,10.4,E,52,ESE,ESE,24,30,56,54,1019.5,1019.4,3,2,22.9,24.7,No
No,9,20.8,0,3,9.6,SW,44,SSW,SW,19,26,84,43,1015,1012.7,2,4,13.1,20.4,No
No,24.7,36.6,0,14.4,11.7,NW,43,NNW,NW,28,20,48,30,1013.4,1009,3,6,28.6,35.1,No
No,10.4,19.2,14.2,1.2,1.5,ESE,44,E,E,9,13,64,69,1035.7,1034.7,7,7,16.1,16.3,Yes
No,13.1,21.4,0.6,3,11,WSW,31,WSW,ESE,20,15,60,48,1031.2,1028.6,3,2,18.5,20.9,No
Yes,9.5,17.4,8.4,4.2,7.1,NW,70,NW,WNW,11,33,61,40,1013.4,1013.1,6,4,13.9,16.8,Yes
No,9.6,16.6,0,5.2,9.5,W,69,W,SW,30,24,53,26,1018,1018,1,1,12.1,15.7,No
No,7.9,17,19.4,3.6,10.1,SSW,37,W,SSE,19,20,77,46,1033.3,1031.9,2,2,10.5,16.2,Yes
No,8.2,22.1,0,3.2,10.3,SW,33,WSW,S,17,17,58,51,1020.7,1017.8,2,1,17.4,21.5,No
Yes,11.2,16.4,0.4,6.8,9,SW,61,SW,SSW,35,35,54,78,1017.5,1021.2,7,7,13,12.4,No
Yes,9.8,16,1.8,1.2,0,SW,37,W,WSW,11,9,98,84,1019.7,1017,7,8,12.2,14.6,Yes
Yes,17,28.6,0,5.4,8.8,SW,52,ENE,WNW,11,17,81,67,1013.3,1007.9,3,7,20.2,23.9,No
Yes,8.2,17.2,7.6,2.4,5.2,SSW,43,WNW,SSW,19,26,69,79,1023.5,1022.5,1,6,12.8,14.3,Yes
Yes,9.7,23.3,0,6.6,9.3,WSW,39,W,E,22,22,41,32,1016.4,1012.4,1,5,14.9,19.6,No
No,1.9,19.3,0,0.6,9.1,SW,22,E,W,11,7,84,43,1020.5,1018.6,1,2,8.2,19.1,No
No,14.2,24.3,0,2.4,7.9,SSE,28,NW,SE,11,20,96,70,1024.4,1021.8,7,2,18.3,23.1,No
No,18.4,21.9,1.6,3,0.1,NE,59,ENE,ENE,31,33,77,84,1023.4,1020.2,7,8,20.9,21,Yes
Yes,16.1,22.6,1.8,1.8,0.3,E,41,E,ENE,19,20,65,76,1029.2,1028.3,7,8,21.1,20.2,Yes
Yes,10.9,21,0,1.2,5,W,31,NNE,WSW,7,9,99,72,1023,1021.1,3,7,13.6,18.5,No
No,2.9,12.5,0.2,0.4,0.8,W,31,WNW,WSW,13,17,91,77,1016.2,1015.4,8,7,7.2,11.2,No
No,15.2,32.3,0,7.6,11.2,NNE,35,NNE,S,20,7,55,28,1021.5,1017.7,0,1,21.2,31.2,No
No,15.9,26.8,0,2.2,5.1,N,33,NNW,NNE,22,24,65,62,1020.7,1013.7,2,7,20.8,23.3,No
Yes,6.9,14.2,0,3.2,2.7,S,46,SW,SSW,26,24,54,82,1019.7,1021.5,5,8,12.5,12.3,No
No,23.5,35.9,0,8,11.8,NE,56,NNE,NNE,13,7,64,36,1012.6,1008.2,3,2,25.4,33.6,No
Yes,24.1,31.7,3.6,4,9.4,E,46,E,ENE,22,22,83,61,1011.2,1007.8,7,7,26.2,30.4,Yes
No,9.7,30,0,6.4,10.2,S,41,E,WSW,15,22,47,21,1024.2,1021.2,1,6,20,28.5,No
Yes,20.3,26,0,6.8,5.1,SE,37,S,SSE,17,26,73,65,1019.3,1016.6,7,3,21.8,25.5,No
Yes,21.1,23.5,5.6,2.4,0,S,37,S,SSE,20,19,93,86,1014.8,1011.8,8,7,21.8,22.7,Yes
Yes,9.7,20.7,7.2,1,8,W,57,NW,WNW,13,31,72,62,1006.8,1005.8,6,6,15.8,18.7,Yes
No,7.4,19.8,0,1,7.6,E,24,ESE,WNW,15,4,76,41,1022.5,1019.2,6,7,11.7,19.1,No
No,13.5,33.1,0,9.2,10.8,W,24,ESE,W,11,13,46,19,1016.4,1014.4,2,5,19.8,31.8,No
Yes,23.5,27,18.8,4.4,0.1,S,33,S,SE,17,20,81,88,1010.9,1009.1,8,7,25.1,25.3,Yes
No,16.6,30.4,0,8,9.6,SSW,43,ESE,E,15,7,46,26,1023.9,1019,6,6,22.9,29.2,No
No,21.8,36.1,0,10.4,9.2,S,67,NE,WNW,17,11,64,31,1016.4,1011.3,1,4,25.2,34.1,No
No,5.8,18.1,0,5.4,9.9,WSW,37,W,S,20,22,53,43,1021.5,1021.1,1,1,12.1,17.1,No
Yes,21.7,28.7,12.8,6.8,4.6,ENE,52,E,NE,15,30,91,77,1012.4,1009.5,7,7,24.8,26.4,Yes
No,18.7,33.1,0.8,7.4,12.1,WSW,31,SSW,SW,11,9,69,32,1014.9,1013.2,2,2,23.6,31.7,No
Yes,17.4,21.4,3.6,11.4,1,SSW,46,SSW,SSW,19,13,90,71,1013.9,1014.6,8,8,18.2,20.4,Yes
No,14.1,23.8,0,5.2,12.7,SE,35,SW,SE,9,28,55,56,1020.1,1021.4,0,3,20.3,21.1,No
No,21.1,26.8,0.6,5.6,10.5,WNW,41,NW,W,17,20,87,75,1010.3,1008.7,4,3,24.5,25.7,No
Yes,23.2,25.3,54.6,2,0,E,70,E,E,22,24,92,97,1003.3,999,8,8,24.2,23.7,Yes
Yes,7.5,18.8,0.8,0.2,1.4,SW,13,SW,NNE,2,4,90,73,1021.2,1018.5,8,7,11.2,18.1,No
No,15.5,21.5,0,4.6,7.7,W,48,NW,SSW,17,22,74,81,1015.3,1013.9,7,7,20,17.8,No
No,9.8,20.2,0,3.6,9.1,W,39,W,W,20,20,54,30,1016.8,1014.1,2,1,12.1,19,No
Yes,10.5,16.1,0.8,12.2,7.8,W,96,W,W,39,39,68,61,1002.6,1008.5,7,8,12.2,10.6,No
Yes,9.5,12.9,7.6,1.2,0.5,W,63,WSW,WSW,20,35,86,65,1000.2,1006,8,8,12.6,10.2,Yes
Yes,7.8,15,0.4,1.8,3.4,W,57,N,NNW,15,26,53,49,1006.9,1003.3,8,3,10.4,14.9,No
Yes,3.9,13.5,0,0.6,7.1,N,22,NNW,NNE,9,7,76,60,1007.7,1007,1,3,7.2,11.9,No
No,10.5,25.2,12.4,2.4,11.8,W,30,ESE,WNW,7,17,84,42,1018.3,1015.5,3,2,17.4,24.2,Yes
No,9.6,18.1,0,6.6,10.4,W,61,NW,W,30,33,45,33,1007,1007.4,2,4,12.7,17.9,No
No,0.2,18.1,0,1.6,8.5,SSE,59,ESE,WSW,9,9,77,34,1017.4,1015.3,7,2,7.6,16.7,No
Yes,13.1,22.1,0,2.6,0.1,NE,22,E,ENE,7,9,73,53,1019.1,1015.2,8,8,16,21.7,No
No,13.1,18.3,0,5.6,8,E,50,E,E,30,30,50,48,1027.8,1025.4,5,6,15.5,16.8,No
Yes,25.6,32.6,0,5.6,10.8,NE,33,N,NE,9,17,74,66,1004.3,1001.1,4,6,28.5,30.6,No
No,14.5,19.4,1.8,7.8,11.6,SSW,46,SSW,S,28,28,56,56,1019.3,1018.2,2,6,16.7,17.6,Yes
Yes,10,17.2,0,0.4,1.7,NW,63,N,SW,13,7,74,77,1000.8,997.9,8,8,14.7,16.1,No
Yes,5.2,13.1,0.8,6.4,8.8,SW,72,WNW,SW,26,39,68,71,1014.1,1018.9,3,7,8,8,No
Yes,19.6,24.3,5,6,0.5,ENE,30,NNE,E,7,20,89,69,1019,1017.2,8,7,20.5,22.6,Yes
Yes,15.1,17.5,36.4,4.2,2.6,WSW,70,NW,W,11,26,98,50,996.4,1001.9,8,5,16.2,16.3,Yes
No,12.3,28.9,0,4.6,10.3,ENE,39,NW,E,9,20,83,54,1016.3,1013.1,1,1,20.1,27.2,No
No,8.5,16.3,0.2,6.4,10.1,NW,54,NW,WNW,24,31,49,29,1016,1013.2,1,1,11,16,No
Yes,9.8,14.3,4,1.2,3.8,W,50,WNW,WSW,15,26,89,82,1014,1014.2,5,8,11.8,10.6,Yes
Yes,21.8,30.7,0,8,5.9,WNW,56,N,N,24,19,71,63,1008.6,1006.2,7,7,24.4,27.3,No
Yes,12,14.5,3.8,2.6,0,ENE,26,ENE,E,15,15,91,96,1008.8,1004.6,7,8,12.7,13.4,Yes
No,19.9,28,0,6.6,12.9,NE,57,NE,NNE,20,43,63,64,1020.1,1016.7,1,1,24.6,25.4,No
Yes,11.5,19.4,15,2.6,2.2,SW,76,N,WSW,9,22,98,72,1011.1,1006.3,7,4,14.1,15.7,Yes
Yes,8.9,21.7,0,6.2,4.3,WNW,61,WNW,WNW,20,37,69,47,1016,1013.7,8,7,16.1,20,No
Yes,16,19.6,8,2,0,SE,44,S,SE,9,17,89,89,1023,1021.7,8,8,17.9,17.7,Yes
Yes,16.9,23.6,3,4.8,0.4,NNE,35,ENE,NNE,9,24,62,57,1018.5,1015.1,7,8,20.4,22.6,Yes
Yes,15,18,56.8,8.6,1.6,SW,56,SE,SSW,15,20,96,75,999.8,1007.9,8,7,15,16.7,Yes
Yes,20.6,23.9,1.2,5.2,0,NE,33,NE,NE,20,19,87,81,1014.6,1012.2,8,8,21.6,23.9,Yes
Yes,24.9,34.5,1.8,6.4,11.4,NE,41,ENE,NNW,11,24,73,64,1009,1004.9,3,4,30.3,33,Yes
Yes,9,11.1,0.8,3.8,0.4,WNW,87,N,NW,26,33,79,88,1001.9,998.8,8,8,9.8,9.3,No
No,19.7,24.4,7.4,6.6,7.4,ESE,31,SE,SE,9,17,89,72,1019.4,1017,7,3,21.1,23.4,Yes
Yes,25.8,32.7,0,5.2,3.6,ESE,46,S,E,11,9,80,96,1006.7,1005.4,6,8,28.8,24.3,No
Yes,25.2,33.9,0,6,10,WNW,28,NNE,WNW,9,19,66,51,1008.9,1006,1,4,30.3,31.7,No
No,22.5,37.6,0,13.6,10.3,N,46,NNE,NNE,31,7,42,23,1015.9,1010.8,2,7,26.7,34.6,No
No,12,17.9,0,1.8,9.4,SSW,39,WNW,S,15,15,59,62,1030,1028,1,1,14.4,17.1,No
No,16.2,24.4,4.8,5.4,11,W,44,WSW,SE,20,22,43,36,1010.9,1011.2,1,1,18.4,23.8,Yes
No,7.6,19.7,0,3.4,10.8,WNW,30,NW,SSE,19,13,40,40,1022.1,1020,0,1,14.4,19.2,No
Yes,10.7,19,1.6,0.6,0.1,NW,43,NNW,N,17,28,72,93,1010.9,1007.1,8,8,17.8,17.8,Yes
Yes,14.7,16.6,18.2,3,3.4,S,24,SSE,S,11,17,97,93,1018.1,1016.3,8,8,15.1,16,Yes
No,4,22.8,0,4.2,10.4,SSE,31,S,SSW,4,15,61,31,1020.9,1017.5,0,1,13,22.4,No
No,13.5,29.9,0,9.2,12.7,NE,35,NE,SW,24,6,47,22,1022.2,1016.5,0,1,19.7,28.5,No
Yes,10.5,15,0,3.2,0.1,SE,46,SSE,SSE,30,31,76,81,1013.9,1013.9,8,8,13.1,12.7,No
No,13.6,19.7,0,3.2,9.9,ENE,28,NE,NE,15,15,68,64,1019.9,1017.1,1,2,18,18.5,No
Yes,11.7,19.1,12.6,2.6,3.7,NNE,39,NNE,NNE,11,7,88,74,1022.8,1019.3,3,7,16,18.2,Yes
No,12.8,35.7,0,11.8,12.5,S,39,ENE,SW,11,15,44,12,1015.9,1010.8,7,1,21.9,34.2,No
Yes,19.3,27.6,3.6,6.4,8.3,ESE,59,S,SE,19,35,84,56,1019.6,1016.9,7,6,23.6,26.6,Yes
No,23.9,40.5,0,14,11.5,WSW,54,N,SW,33,28,37,15,999.7,996.4,5,2,29,38.8,No
Yes,11.2,18.3,0.4,2.2,1.9,SSW,37,W,S,17,19,79,69,1030.4,1028.4,6,7,12.7,17.2,No
No,17.3,23.8,7.2,7.4,6.1,SSE,48,SE,SE,13,17,53,39,1017.2,1015.8,7,5,20.5,22.8,Yes
No,21.2,35.3,0.2,6.4,8.8,W,59,W,WNW,17,30,66,13,1005.8,1001.1,3,7,24.4,34.7,No
No,7.6,18.1,0,5.6,6.7,W,50,N,WNW,19,24,48,32,1013.8,1010.2,7,7,12.5,17.7,No
No,23.4,40.8,0,12,12.3,NE,44,NW,NE,9,28,60,29,1011.4,1006.2,0,1,27.6,38,No
No,20.2,26.1,0,8.4,11.1,SE,43,S,SE,20,30,72,61,1016.4,1015.4,2,1,22.7,25,No
Yes,14.3,17,13.8,1,0.4,SSE,41,SSE,SSE,19,26,94,93,1021.7,1020.7,8,8,16.6,15.7,Yes
Yes,12.2,18.6,0,4.8,7.3,NW,89,N,NW,44,46,58,35,1000.9,995.2,1,6,14.7,18,No
Yes,23,31.7,20.2,7.2,4.6,SE,31,ENE,SE,6,9,79,78,1005.2,1002.8,7,7,29.8,28.8,Yes
No,21.5,28.2,0,5.8,7.7,ENE,33,WNW,E,6,19,82,65,1024.6,1023.1,5,3,24,27.7,No
No,23.7,36.4,0,8.6,7.7,ENE,46,NNE,ENE,24,9,46,31,1009.6,1007,7,5,26.3,34.3,No
Yes,12.7,21.5,1.6,1.2,4.1,SW,33,WSW,SW,6,13,94,65,1013.8,1011.1,7,7,15.5,20.7,Yes
Yes,19.6,24.2,16.2,4,0.2,S,56,SE,S,30,35,96,95,1015.4,1013,7,7,21,20.7,Yes
Yes,15.7,20.6,0,10,5.1,N,78,N,N,37,20,67,62,1005.3,1002.1,5,7,17.1,18.9,No
No,8.7,21.6,2.6,6,11.3,SW,35,SW,SSW,13,19,66,31,1013.2,1012.5,1,3,12.3,20.4,Yes
No,25.7,37.1,0,16.8,11.4,SSW,46,S,SW,13,24,38,27,1009.7,1009.4,1,4,30,34.7,No
No,5.3,19.9,0,2.4,10.7,WNW,39,NNW,ESE,9,17,37,40,1009.2,1004.9,1,1,15.7,19.3,No
Yes,21.3,26,7.2,3.2,2.2,S,37,S,SSE,20,19,95,74,1017.1,1014.2,7,5,22.3,25.6,Yes
Yes,9.8,15.4,7,0.8,3.4,NW,72,W,NW,20,31,82,74,1014.3,1012,3,5,11.7,14.4,Yes
Yes,7.2,12.5,0,1,4.8,W,50,W,NW,28,2,80,77,1020.6,1022.1,3,5,9.6,11.6,No
Yes,5.6,27.6,0,4,9.6,NNE,56,NNE,N,17,33,50,15,1015.4,1010.2,1,1,12.9,27,No
No,7.8,21.9,0,1.2,5,W,70,N,W,13,37,58,23,1007.6,1005.8,7,6,14.9,19.8,No
Yes,9.8,19.4,0,1.4,6.2,SE,44,SE,E,19,15,73,48,1022.7,1020.2,3,6,13.1,18.5,No
Yes,18.2,25.2,5.4,4.8,2.4,N,59,NNW,N,13,44,78,60,1019.2,1017.2,8,7,20.3,23.6,Yes
Yes,14.7,19.6,7.4,1.2,0.4,SSE,35,SW,SE,19,20,80,70,1024.8,1023.4,8,8,17.1,19,Yes
No,20.2,25.6,0,7.4,6.1,SE,35,ESE,SE,15,20,75,74,1022.4,1020.3,7,3,24.1,24.2,No
No,7.1,25.7,0,7.2,11.6,SSW,28,NE,N,13,9,54,22,1020.7,1016.2,0,1,18.1,25.3,No
No,0.2,19.4,0,2.8,10.9,N,22,E,WNW,11,11,79,44,1026.3,1021.8,1,3,9.6,19.2,No
No,10.5,20.2,0,3.4,8.2,WNW,35,W,S,26,19,52,53,1021.1,1018.6,5,3,15.1,19.4,No
Yes,8.4,9.6,8.2,5.2,0,ENE,39,E,ESE,19,26,96,97,1022.8,1017.8,8,8,8.4,9.4,Yes
Yes,24.8,31.5,0,5.4,3.4,SE,48,SSE,ESE,19,28,63,60,1008.6,1006.2,5,6,28.7,30.3,No
Yes,26.2,34.7,0,11.8,10.9,S,48,S,SE,19,19,55,44,1011.3,1009.3,1,1,29.6,33.9,No
No,14.6,19.5,0.2,6.2,9.2,SSW,59,SW,S,24,37,36,47,1016.8,1017.5,3,2,18.7,17.8,No
Yes,17.5,21,0,7.8,3.4,SSW,52,SSW,SSE,30,26,65,93,1017.5,1016.8,7,8,18.2,17.8,No
Yes,12.7,19.3,0,3.6,1.4,NNW,30,NNW,N,20,17,53,60,1017.7,1014.6,6,7,17.4,18.7,No
Yes,20.9,22.7,7.8,3.4,0.7,S,80,WNW,SSW,17,43,87,82,1005.5,1008.7,7,7,22.6,19.4,Yes
Yes,23.1,29.1,78.4,3.2,0,NNE,81,E,NE,35,39,84,93,1004.1,999.8,8,8,26.6,26.5,Yes
Yes,8.1,13,3.2,1.4,1.5,WSW,26,W,SW,11,9,99,78,1025.8,1024.7,7,7,8.7,12.4,Yes
No,14.9,18.3,0,3.6,2.2,SW,44,SSW,SSW,17,22,47,58,1022.9,1021.7,6,5,17.3,17,No
Yes,15.2,31.7,0,4,6.2,N,56,N,NE,37,20,65,42,1012.3,1010.2,7,6,20.8,29.6,No
No,19.6,34.2,0,8.6,13.4,SE,31,E,WNW,9,9,70,19,1010.8,1009.5,1,1,25.4,33.5,No
No,17.5,29.9,22.6,7,8.8,SSW,33,E,SSE,11,17,75,33,1017,1012.4,6,2,20.9,29.2,Yes
No,13.6,24,0,5.4,7.6,E,41,ENE,ENE,28,20,56,49,1017.8,1012.6,7,7,16,23.2,No
Yes,6.6,17,0,3.6,2.7,N,39,NE,NNE,4,19,89,53,1022.8,1019.9,7,6,9.8,15.8,No
Yes,13.4,17.3,2.2,3.4,0.3,SSE,70,SE,SSE,39,46,79,71,1021.5,1020,8,7,15.4,16.1,Yes
Yes,11.8,22.3,1.4,4.2,3.1,NW,83,NNW,NW,31,31,66,90,1010.1,1007.8,5,7,19.3,16.6,Yes
Yes,8.6,25.6,0,2.6,3.8,N,48,NE,WSW,24,15,53,79,1003.6,999.7,2,8,19.6,16.7,No
No,9.5,26.2,0,7.4,12.6,SSW,46,NNE,SW,7,30,74,30,1008.9,1008.9,2,4,14.5,24.3,No
Yes,10.5,15.3,0,1,0.4,WSW,31,NW,WNW,11,13,74,78,1001.7,1001.2,5,7,12.4,15.2,No
Yes,2.9,19.2,6.6,1.2,9.7,E,37,SSE,SSW,9,13,77,40,1017.4,1017.1,1,7,10.7,18.4,Yes
Yes,27.3,37.6,0,12.8,1.9,N,59,NNE,NNW,28,22,42,24,1007.1,1003.5,7,7,29.5,36.9,No
Yes,12.2,17.6,0,0.2,2.6,N,31,N,W,6,7,68,89,1014.3,1010.6,7,6,14.2,15.3,No
Yes,15.1,20.6,0,5.4,2,ENE,41,ENE,ENE,26,28,74,77,1024.7,1022.5,7,7,18.1,19.6,No
No,20,27.3,0,5,11.2,NE,46,N,NNE,13,33,69,67,1020.7,1017.6,1,1,25.1,26.2,No
No,4.1,17.2,0,3.2,10.3,WSW,20,WSW,SE,7,13,55,51,1021.9,1018.8,1,0,14.4,17.1,No
Yes,12.8,15.1,75.8,8,0,S,31,N,SSW,13,11,97,90,1013.1,1011.1,8,7,13.2,14.9,Yes
No,20.2,28.2,0,9,8.9,NE,70,NNE,NE,15,48,54,50,1015.7,1012.1,6,4,25.7,26.8,No
Yes,3.1,17.6,0,2.6,8.8,S,26,SW,SE,13,13,38,40,1023.9,1021.5,1,7,15,16.5,No
No,13.1,38.1,0,12,11.6,W,43,ENE,WNW,7,20,31,7,1011.2,1007.4,1,5,27.2,36.5,No
Yes,14.4,19.3,19.6,4,0.2,WSW,78,N,NNW,26,13,96,88,991.5,984.2,8,7,18.4,18.4,Yes
No,15.8,23.4,4.4,3.8,3.6,SW,41,SW,SSE,24,20,89,57,1025.2,1023.7,8,6,17.1,22.5,Yes
Yes,24.6,30.1,15.2,4.2,2.1,N,35,ESE,NNE,15,20,91,77,1004.8,1002.9,6,7,26.1,29.4,Yes
No,13.6,21.3,0.4,3.4,4.7,E,26,E,SW,19,9,70,62,1018.8,1015.8,8,6,15.7,20.9,No
Yes,12.6,19.1,0.8,6.8,6.2,SSE,46,SE,SSE,26,26,94,53,1020.4,1020,8,7,13.3,17.5,No
No,20.3,34.1,22.2,2.8,9.9,S,41,NW,SSW,13,9,88,39,1006.7,1002.9,7,5,22.2,33,Yes
Yes,12.4,13.3,0.8,3.4,0,S,37,S,S,13,17,88,70,1008.8,1010.6,8,8,12.8,12.5,No
Yes,9.3,17.5,4.8,1.8,4.6,NW,39,N,NNW,17,19,96,75,1009.2,1006.3,8,4,12.4,16.1,Yes
Yes,19.7,19.8,0,8.2,0,N,72,N,ESE,31,9,53,90,1022.9,1024,8,8,19.8,15,No
Yes,9.6,16.6,0,4.8,3.6,W,44,ESE,SW,7,15,99,100,1008.2,1008.5,7,8,15.1,13.8,No
Yes,22.2,28.6,2.4,5.8,3.2,SE,46,S,SSE,13,26,85,71,1014.9,1012.6,7,5,24.4,27.2,Yes
Yes,17.4,18.7,1.2,1.4,0,NNE,50,NNE,N,20,17,75,80,1023.1,1019.9,7,8,18.1,18.1,Yes
No,16.1,26.3,0,3.2,9.9,NE,65,N,NE,13,39,69,59,1015.3,1011.8,3,6,21.6,25.3,No
Yes,15.4,20.3,0,6.2,1.1,SW,43,SW,SW,11,15,67,94,1005.2,1004.1,8,8,18,17.1,No
Yes,12.7,14.2,41,3.2,0,E,28,SSE,SSE,9,9,90,87,1024.8,1023,8,8,13.6,13.2,Yes
Yes,9,18.8,1,1.8,4.2,SW,50,NE,SW,11,26,94,50,1017.8,1016.2,8,7,10.7,18,No
Yes,22,36.4,0,6,7,SSE,91,E,E,6,20,69,57,1005.9,1002.9,1,7,26.2,29.3,No
Yes,18.8,22.5,1.4,3,0.2,SW,30,W,S,15,15,94,93,1018.5,1017.5,7,7,20.9,21,Yes
Yes,8.3,22.5,0,2,9.4,WNW,28,NE,WSW,11,15,76,41,1022.3,1018.8,1,1,14.4,21.6,No
Yes,17.3,34.6,0,12,12.7,SW,61,E,ESE,31,13,24,25,1006.9,1002,2,1,26.4,33.9,No
Yes,13.1,25.7,0,4,8.2,WNW,31,S,NW,2,6,61,73,1021.8,1018.2,1,7,22.1,16.2,No
No,11.3,26.5,0,5.2,10.9,SW,59,NW,NW,17,15,35,22,1016.6,1013.4,1,1,19.5,25.9,No
No,17.5,26.2,0,12,13,SSW,39,S,SSE,30,28,65,61,1013.4,1012.5,2,1,23.4,24.5,No
Yes,17.2,24,0,8,4.2,N,52,N,N,24,19,61,58,1023,1020.1,7,7,19.8,22.9,No
Yes,12.3,22.2,0.2,2,8.1,WNW,37,N,WNW,11,20,86,51,1013.2,1011.9,6,3,16.3,21.2,No
Yes,11.3,32.8,0,7.6,8.4,ENE,59,ESE,NE,7,20,46,21,1020.7,1017.4,2,5,19.4,31.4,No
Yes,11.4,23.4,2.6,1.6,4.4,NNE,43,NE,N,17,22,65,42,1009,1006.8,4,5,17.7,22.6,Yes
No,17.2,41.1,0,11.6,12.7,NW,65,NNW,WNW,22,35,53,15,1007.8,1001.2,1,1,28.1,40.4,No
No,23.3,39.4,4.8,12,10.9,W,59,N,NW,19,17,54,14,1011.1,1008.5,1,7,27,37,Yes
Yes,0.2,14.9,0,1.4,9.4,E,35,ESE,ENE,9,19,74,45,1022.2,1018.6,1,1,6.1,14.5,No
Yes,20.5,32.5,0,11,10.3,SE,46,SSE,ESE,20,24,59,41,1012.9,1010,6,6,27.5,31.4,No
No,14.4,22.7,1.2,0.6,7.3,NE,31,NW,NE,7,22,79,67,1024.9,1021.6,1,7,18,20.9,Yes
No,15.8,19.1,0,7.4,6.2,S,54,S,SSE,39,28,73,58,1022,1021.3,3,3,17.6,18.2,No
No,15.5,25.7,0,4.6,7.8,E,28,ENE,W,4,13,71,53,1016,1012,7,7,19.5,21.5,No
No,12.9,26.2,0,6.6,10.9,NNE,63,NNW,NNE,19,39,53,59,1022,1017.1,7,4,21.8,23.5,No
No,18.1,34.8,0,14.4,13,ENE,41,NE,ENE,26,4,42,11,1021.6,1017.1,1,1,23.2,33,No
No,6.5,15.8,24.4,4.6,4.4,WNW,28,NW,WNW,17,7,80,64,1028.8,1027.4,7,2,9.6,15.5,Yes
No,6.6,22.2,0,3.6,6.7,WSW,44,N,WNW,22,28,65,28,1014.1,1011.9,6,7,15.4,20.5,No
No,14.1,19.6,4.8,2.2,9.2,E,41,ENE,NE,22,20,70,71,1027,1024,2,5,17.8,18.9,Yes
Yes,13,21,1.6,0.6,1,N,24,ENE,N,7,11,72,53,1022.9,1020.8,7,7,14.9,20.1,Yes
No,18.3,24,0,4,5.8,SE,30,SE,SE,15,15,85,68,1016.5,1015.3,7,5,20.5,23,No
